ESTACION,PRODUCTO,FECHA,Ventas Acumuladas,Ventas Acumuladas $,Volumen Total Vendido,Precio Cartel,Comision $,COMISION
PERDRIEL2,GO,2023-05-04,139211,9452039,43258,218,964107,0
PERDRIEL2,GO,2023-05-05,176003,8039021,36791,218,819980,0
PERDRIEL2,GO,2023-05-06,214095,8323080,38091,218,848954,0
PERDRIEL2,GO,2023-05-07,239976,5655064,25881,218,576816,0
PERDRIEL2,GO,2023-05-08,269267,6400074,29290,218,652807,0
PERDRIEL2,GO,2023-05-09,313232,9606304,43964,218,979843,0
PERDRIEL2,GO,2023-05-10,350744,8196363,37511,218,836029,0
PERDRIEL2,GO,2023-05-11,389510,8470523,38766,218,863993,0
PERDRIEL2,GO,2023-05-12,431916,9265562,42405,218,945087,0
PERDRIEL2,GO,2023-05-13,470526,8436400,38610,218,860512,0
PERDRIEL2,GO,2023-05-14,490457,4354919,19930,218,444201,0
PERDRIEL2,GO,2023-05-15,515317,5495599,24859,218,560551,0
PERDRIEL2,GO,2023-05-16,548801,7469649,33483,218,761904,0
PERDRIEL2,GO,2023-05-17,581950,7573466,33149,229,772493,0
PERDRIEL2,GO,2023-05-18,621833,9141311,39883,229,932413,0
PERDRIEL2,GO,2023-05-19,665678,9992261,43844,227,1019210,0
PERDRIEL2,GO,2023-05-20,708097,9667276,42418,227,947112,0
PERDRIEL2,GO,2023-05-21,729053,4775819,20955,227,418442,0
PERDRIEL2,GO,2023-05-22,761984,7504988,32931,227,665805,0
PERDRIEL2,GO,2023-05-23,779224,3928959,17239,227,364703,0
PERDRIEL2,GO,2023-05-24,796198,3868299,16973,227,355496,0
PERDRIEL2,GO,2023-05-25,807632,2605778,11433,227,241923,0
PERDRIEL2,GO,2023-05-26,826567,4315416,18935,227,397098,0
PERDRIEL2,GO,2023-05-27,873725,10747166,47157,227,930180,0
PERDRIEL2,GO,2023-05-28,893195,4437233,19470,227,382869,0
PERDRIEL2,GO,2023-05-29,919947,6096890,26752,227,550898,0
PERDRIEL2,GO,2023-05-30,953027,7538849,33079,227,672852,0
PERDRIEL2,GO,2023-05-31,992240,8936697,39213,227,780261,0
PERDRIEL2,GO,2023-06-01,40451,9218949,40451,227,940332,0
PERDRIEL2,GO,2023-06-02,80819,9199753,40367,227,938374,0
PERDRIEL2,GO,2023-06-03,123208,9660544,42389,227,985375,0
PERDRIEL2,GO,2023-06-04,150163,6143017,26954,227,626587,0
PERDRIEL2,GO,2023-06-05,181689,7184670,31525,227,732836,0
PERDRIEL2,GO,2023-06-06,215418,7687000,33729,227,784074,0
PERDRIEL2,GO,2023-06-07,247780,7375158,32361,227,752266,0
PERDRIEL2,GO,2023-06-08,296993,11215708,49213,227,1144002,0
PERDRIEL2,GO,2023-06-09,331296,7817765,34303,227,797412,0
PERDRIEL2,GO,2023-06-10,357199,5903266,25902,227,602133,0
PERDRIEL2,GO,2023-06-11,392149,8217873,34949,227,838223,0
PERDRIEL2,GO,2023-06-12,422471,6910397,30322,227,704860,0
PERDRIEL2,GO,2023-06-13,451692,6659529,29221,227,679272,0
PERDRIEL2,GO,2023-06-14,487061,8060515,35368,227,822172,0
PERDRIEL2,GO,2023-06-15,536070,11482097,49009,227,1171173,0
PERDRIEL2,GO,2023-06-16,570084,8042981,34014,227,820384,0
PERDRIEL2,GO,2023-06-17,599237,7043381,29153,241,718424,0
PERDRIEL2,GO,2023-06-18,624962,6215169,25725,241,633947,0
PERDRIEL2,GO,2023-06-19,646791,5273937,21829,241,537941,0
PERDRIEL2,GO,2023-06-20,678299,7612190,31507,241,776443,0
PERDRIEL2,GO,2023-06-21,708197,7223557,29898,241,699416,0
PERDRIEL2,GO,2023-06-22,729411,5125278,21213,241,458350,0
PERDRIEL2,GO,2023-06-23,749412,4832273,20001,241,440039,0
PERDRIEL2,GO,2023-06-24,765182,3810048,15770,241,354379,0
PERDRIEL2,GO,2023-06-25,776501,2734491,11318,241,256655,0
PERDRIEL2,GO,2023-06-26,799143,5470469,22642,241,493808,0
PERDRIEL2,GO,2023-06-27,820512,5162569,21368,241,468643,0
PERDRIEL2,GO,2023-06-28,836299,3814115,15786,241,341934,0
PERDRIEL2,GO,2023-06-29,850259,3372849,13960,241,296533,0
PERDRIEL2,GO,2023-06-30,867091,4066683,16832,241,362671,0
PERDRIEL2,GO,2023-07-01,12250,2959691,12250,241,301888,0
PERDRIEL2,GO,2023-07-02,22220,2408701,9969,241,245687,0
PERDRIEL2,GO,2023-07-03,37778,3758885,15558,241,383406,0
PERDRIEL2,GO,2023-07-04,55172,4202470,17394,241,428651,0
PERDRIEL2,GO,2023-07-05,69735,3518454,14563,241,358882,0
PERDRIEL2,GO,2023-07-06,87820,4422315,18084,241,451076,0
PERDRIEL2,GO,2023-07-07,116304,7028153,28484,241,716871,0
PERDRIEL2,GO,2023-07-08,157358,10365938,41053,252,1057325,0
PERDRIEL2,GO,2023-07-09,169791,3139352,12433,252,320213,0
PERDRIEL2,GO,2023-07-10,199197,7424949,29405,252,757344,0
PERDRIEL2,GO,2023-07-11,223960,6252821,24763,252,637787,0
PERDRIEL2,GO,2023-07-12,237910,3522226,13949,252,359267,0
PERDRIEL2,GO,2023-07-13,270149,8140440,32239,252,830324,0
PERDRIEL2,GO,2023-07-14,299090,7307690,28941,252,745384,0
PERDRIEL2,GO,2023-07-15,316372,4363550,17281,252,445082,0
PERDRIEL2,GO,2023-07-16,340151,6004379,23779,252,612446,0
PERDRIEL2,GO,2023-07-17,366842,6739247,26690,252,687403,0
PERDRIEL2,GO,2023-07-18,398571,8011650,31729,252,817188,0
PERDRIEL2,GO,2023-07-19,437941,9941056,39370,252,1013987,0
PERDRIEL2,GO,2023-07-20,476525,9742255,38583,252,993710,0
PERDRIEL2,GO,2023-07-21,504649,7101544,28124,252,724357,0
PERDRIEL2,GO,2023-07-22,526132,5424422,21482,252,553291,0
PERDRIEL2,GO,2023-07-23,537169,2786845,11037,252,284258,0
PERDRIEL2,GO,2023-07-24,565832,7237417,28663,252,738216,0
PERDRIEL2,GO,2023-07-25,580567,3720590,14735,252,379500,0
PERDRIEL2,GO,2023-07-26,619725,9887384,39157,252,1008513,0
PERDRIEL2,GO,2023-07-27,650248,7707070,30523,252,786121,0
PERDRIEL2,GO,2023-07-28,697749,11993984,47500,252,1213583,0
PERDRIEL2,GO,2023-07-29,729838,8102336,32088,252,705832,0
PERDRIEL2,GO,2023-07-30,754415,6372063,24577,252,550154,0
PERDRIEL2,GO,2023-07-31,788185,8730799,33770,252,764597,0
PERDRIEL2,GO,2023-08-01,30083,7763102,30083,252,791836,0
PERDRIEL2,GO,2023-08-02,68151,10046029,38067,263,1024694,0
PERDRIEL2,GO,2023-08-03,98305,7957659,30154,263,811681,0
PERDRIEL2,GO,2023-08-04,138096,10500823,39790,263,1071084,0
PERDRIEL2,GO,2023-08-05,166768,7566646,28672,263,771797,0
PERDRIEL2,GO,2023-08-06,185921,5054529,19153,263,515562,0
PERDRIEL2,GO,2023-08-07,210775,6558812,24853,263,668998,0
PERDRIEL2,GO,2023-08-08,241360,8071352,30584,263,823277,0
PERDRIEL2,GO,2023-08-09,262431,5560842,21071,263,567205,0
PERDRIEL2,GO,2023-08-10,275610,3477948,13179,263,354750,0
AZCUENAGA,GO,2023-05-01,1150,246790,1150,214,25172,0
AZCUENAGA,GO,2023-05-02,3602,525954,2452,214,53647,0
AZCUENAGA,GO,2023-05-03,4521,197209,919,214,20115,0
AZCUENAGA,GO,2023-05-04,5731,259448,1209,214,26463,0
AZCUENAGA,GO,2023-05-05,7076,288468,1344,214,29423,0
AZCUENAGA,GO,2023-05-06,7828,161319,752,214,16454,0
AZCUENAGA,GO,2023-05-07,9501,358976,1673,214,36615,0
AZCUENAGA,GO,2023-05-08,10824,283603,1322,214,28927,0
AZCUENAGA,GO,2023-05-09,12198,294776,1374,214,30067,0
AZCUENAGA,GO,2023-05-10,15034,608427,2836,214,62059,0
AZCUENAGA,GO,2023-05-11,15806,165422,771,214,16873,0
AZCUENAGA,GO,2023-05-12,17357,332848,1551,214,33950,0
AZCUENAGA,GO,2023-05-13,18071,152987,713,214,15604,0
AZCUENAGA,GO,2023-05-14,18902,178331,831,214,18189,0
AZCUENAGA,GO,2023-05-15,20231,290028,1328,214,29582,0
AZCUENAGA,GO,2023-05-16,21870,351529,1638,214,35855,0
AZCUENAGA,GO,2023-05-17,22979,249547,1109,225,25453,0
AZCUENAGA,GO,2023-05-18,25326,528023,2346,225,53858,0
AZCUENAGA,GO,2023-05-19,26513,267088,1187,225,27243,0
AZCUENAGA,GO,2023-05-20,27197,154080,684,225,15716,0
AZCUENAGA,GO,2023-05-21,27676,107761,478,225,10991,0
AZCUENAGA,GO,2023-05-22,29227,348999,1551,225,35597,0
AZCUENAGA,GO,2023-05-23,31565,526038,2337,225,53655,0
AZCUENAGA,GO,2023-05-24,33222,372766,1656,225,38022,0
AZCUENAGA,GO,2023-05-25,33958,165465,735,225,16877,0
AZCUENAGA,GO,2023-05-26,34676,161727,718,225,16496,0
AZCUENAGA,GO,2023-05-27,35309,142260,632,225,14510,0
AZCUENAGA,GO,2023-05-28,36208,202353,899,225,20640,0
AZCUENAGA,GO,2023-05-29,38758,573696,2549,225,58516,0
AZCUENAGA,GO,2023-05-30,40383,365737,1625,225,37305,0
AZCUENAGA,GO,2023-05-31,42799,543591,2415,225,55446,0
AZCUENAGA,GO,2023-06-01,2190,492862,2190,225,50271,0
AZCUENAGA,GO,2023-06-02,3319,254022,1128,225,25910,0
AZCUENAGA,GO,2023-06-03,4439,251957,1119,225,25699,0
AZCUENAGA,GO,2023-06-04,6728,515090,2289,225,52539,0
AZCUENAGA,GO,2023-06-05,8353,365654,1625,225,37296,0
AZCUENAGA,GO,2023-06-06,8600,55527,246,225,5663,0
AZCUENAGA,GO,2023-06-07,10410,407191,1809,225,41533,0
AZCUENAGA,GO,2023-06-08,13216,631437,2806,225,64406,0
AZCUENAGA,GO,2023-06-09,14140,207870,923,225,21202,0
AZCUENAGA,GO,2023-06-10,14924,176330,783,225,17985,0
AZCUENAGA,GO,2023-06-11,15788,194370,863,225,19825,0
AZCUENAGA,GO,2023-06-12,17774,446886,1986,225,45582,0
AZCUENAGA,GO,2023-06-13,21318,797564,3544,225,81351,0
AZCUENAGA,GO,2023-06-14,23220,427815,1901,225,43637,0
AZCUENAGA,GO,2023-06-15,26319,697374,3099,225,71132,0
AZCUENAGA,GO,2023-06-16,27609,290205,1289,225,29600,0
AZCUENAGA,GO,2023-06-17,27611,609,2,283,62,0
AZCUENAGA,GO,2023-06-18,27919,73458,308,238,7492,0
AZCUENAGA,GO,2023-06-19,28470,131315,550,238,13394,0
AZCUENAGA,GO,2023-06-20,30620,512841,2150,238,52309,0
AZCUENAGA,GO,2023-06-21,31879,300288,1259,238,30629,0
AZCUENAGA,GO,2023-06-22,32893,241726,1013,238,24656,0
AZCUENAGA,GO,2023-06-23,33728,199283,835,238,20326,0
AZCUENAGA,GO,2023-06-24,35312,377648,1583,238,38520,0
AZCUENAGA,GO,2023-06-25,35676,86904,364,238,8864,0
AZCUENAGA,GO,2023-06-26,37303,388027,1626,238,39578,0
AZCUENAGA,GO,2023-06-27,38433,269571,1130,238,27496,0
AZCUENAGA,GO,2023-06-28,39597,277487,1163,238,28303,0
AZCUENAGA,GO,2023-06-29,41004,335505,1406,238,34221,0
AZCUENAGA,GO,2023-06-30,42111,264048,1107,238,26932,0
AZCUENAGA,GO,2023-07-01,889,212078,889,238,21632,0
AZCUENAGA,GO,2023-07-02,1209,76448,320,238,7797,0
AZCUENAGA,GO,2023-07-03,2365,275591,1155,238,28110,0
AZCUENAGA,GO,2023-07-04,3380,242063,1014,238,24690,0
AZCUENAGA,GO,2023-07-05,4269,212095,889,238,21633,0
AZCUENAGA,GO,2023-07-06,5362,262511,1092,238,26776,0
AZCUENAGA,GO,2023-07-07,6160,190447,798,238,19425,0
AZCUENAGA,GO,2023-07-08,8089,481243,1928,249,49086,0
AZCUENAGA,GO,2023-07-09,8670,145044,581,249,14794,0
AZCUENAGA,GO,2023-07-10,9808,283761,1137,249,28943,0
AZCUENAGA,GO,2023-07-11,10687,219365,879,249,22375,0
AZCUENAGA,GO,2023-07-12,11698,254562,1010,249,25965,0
AZCUENAGA,GO,2023-07-13,12736,259003,1038,249,26418,0
AZCUENAGA,GO,2023-07-14,14793,513266,2057,249,52353,0
AZCUENAGA,GO,2023-07-15,16195,349861,1402,249,35685,0
AZCUENAGA,GO,2023-07-16,16710,128372,514,249,13094,0
AZCUENAGA,GO,2023-07-17,18912,549521,2202,249,56051,0
AZCUENAGA,GO,2023-07-18,19873,239771,961,249,24456,0
AZCUENAGA,GO,2023-07-19,21428,387847,1554,249,39560,0
AZCUENAGA,GO,2023-07-20,22619,297159,1191,249,30310,0
AZCUENAGA,GO,2023-07-21,25228,650895,2608,249,66391,0
AZCUENAGA,GO,2023-07-22,25374,36554,146,249,3728,0
AZCUENAGA,GO,2023-07-23,26474,274410,1099,249,27989,0
AZCUENAGA,GO,2023-07-24,28352,468556,1877,249,47792,0
AZCUENAGA,GO,2023-07-25,28887,133629,535,249,13630,0
AZCUENAGA,GO,2023-07-26,29984,273501,1096,249,27897,0
AZCUENAGA,GO,2023-07-27,31187,300320,1203,249,30632,0
AZCUENAGA,GO,2023-07-28,33428,559149,2241,249,57033,0
AZCUENAGA,GO,2023-07-29,35437,518267,2008,249,52863,0
AZCUENAGA,GO,2023-07-30,35933,123776,496,249,12625,0
AZCUENAGA,GO,2023-07-31,37707,446828,1774,249,45576,0
AZCUENAGA,GO,2023-08-01,1134,283122,1134,249,28878,0
AZCUENAGA,GO,2023-08-02,2202,278065,1067,260,28362,0
AZCUENAGA,GO,2023-08-03,4232,528700,2030,260,53927,0
AZCUENAGA,GO,2023-08-04,5512,333275,1279,260,33994,0
AZCUENAGA,GO,2023-08-05,6648,295848,1136,260,30176,0
AZCUENAGA,GO,2023-08-06,7694,272206,1045,260,27765,0
AZCUENAGA,GO,2023-08-07,9097,365349,1403,260,37265,0
AZCUENAGA,GO,2023-08-08,10046,247244,949,260,25218,0
AZCUENAGA,GO,2023-08-09,11185,296585,1138,260,30251,0
AZCUENAGA,GO,2023-08-10,12178,258486,992,260,26365,0
SAN JOSE,GO,2023-05-01,475,101990,475,214,11014,0
SAN JOSE,GO,2023-05-02,1594,240081,1119,214,25928,0
SAN JOSE,GO,2023-05-03,3339,374154,1744,214,40408,0
SAN JOSE,GO,2023-05-04,4656,282672,1317,214,30528,0
SAN JOSE,GO,2023-05-05,6457,386132,1800,214,41702,0
SAN JOSE,GO,2023-05-06,8201,374214,1744,214,40415,0
SAN JOSE,GO,2023-05-07,8691,105128,490,214,11353,0
SAN JOSE,GO,2023-05-08,9519,177563,827,214,19176,0
SAN JOSE,GO,2023-05-09,10819,278753,1299,214,30105,0
SAN JOSE,GO,2023-05-10,11643,176784,824,214,19092,0
SAN JOSE,GO,2023-05-11,13177,329042,1533,214,35536,0
SAN JOSE,GO,2023-05-12,14934,376827,1756,214,40697,0
SAN JOSE,GO,2023-05-13,16634,364660,1700,214,39383,0
SAN JOSE,GO,2023-05-14,17239,129892,605,214,14028,0
SAN JOSE,GO,2023-05-15,18234,213740,994,214,23083,0
SAN JOSE,GO,2023-05-16,19130,192288,896,214,20767,0
SAN JOSE,GO,2023-05-17,20508,309962,1377,225,33475,0
SAN JOSE,GO,2023-05-18,21695,267070,1186,225,28843,0
SAN JOSE,GO,2023-05-19,23147,326706,1452,225,35284,0
SAN JOSE,GO,2023-05-20,24125,220187,978,225,23780,0
SAN JOSE,GO,2023-05-21,24557,97038,431,225,10480,0
SAN JOSE,GO,2023-05-22,25835,287716,1278,225,31073,0
SAN JOSE,GO,2023-05-23,26921,244343,1085,225,26389,0
SAN JOSE,GO,2023-05-24,28114,268458,1193,225,28993,0
SAN JOSE,GO,2023-05-25,29660,347820,1545,225,37564,0
SAN JOSE,GO,2023-05-26,30985,298053,1324,225,32189,0
SAN JOSE,GO,2023-05-27,32162,264771,1176,225,28595,0
SAN JOSE,GO,2023-05-28,33045,198814,883,225,21471,0
SAN JOSE,GO,2023-05-29,34144,247144,1098,225,26691,0
SAN JOSE,GO,2023-05-30,35206,239118,1062,225,25824,0
SAN JOSE,GO,2023-05-31,36279,241299,1072,225,26060,0
SAN JOSE,GO,2023-06-01,1334,300168,1334,225,32418,0
SAN JOSE,GO,2023-06-02,2913,355284,1579,225,38370,0
SAN JOSE,GO,2023-06-03,4049,255678,1136,225,27613,0
SAN JOSE,GO,2023-06-04,4435,86805,385,225,9374,0
SAN JOSE,GO,2023-06-05,5523,244885,1088,225,26447,0
SAN JOSE,GO,2023-06-06,6452,208910,928,225,22562,0
SAN JOSE,GO,2023-06-07,7447,223913,995,225,24182,0
SAN JOSE,GO,2023-06-08,8621,264186,1174,225,28532,0
SAN JOSE,GO,2023-06-09,10180,350849,1559,225,37891,0
SAN JOSE,GO,2023-06-10,11212,232204,1032,225,25078,0
SAN JOSE,GO,2023-06-11,12093,198128,880,225,21397,0
SAN JOSE,GO,2023-06-12,13452,305842,1359,225,33030,0
SAN JOSE,GO,2023-06-13,14418,217415,966,225,23480,0
SAN JOSE,GO,2023-06-14,16062,369765,1643,225,39934,0
SAN JOSE,GO,2023-06-15,16935,196508,873,225,21222,0
SAN JOSE,GO,2023-06-16,18941,451226,2005,225,48732,0
SAN JOSE,GO,2023-06-17,20100,276509,1159,238,29863,0
SAN JOSE,GO,2023-06-18,20797,166127,696,238,17941,0
SAN JOSE,GO,2023-06-19,21695,214218,898,238,23135,0
SAN JOSE,GO,2023-06-20,22016,76608,321,238,8273,0
SAN JOSE,GO,2023-06-21,22956,224201,940,238,24213,0
SAN JOSE,GO,2023-06-22,24314,323775,1357,238,34967,0
SAN JOSE,GO,2023-06-23,25449,270838,1135,238,29250,0
SAN JOSE,GO,2023-06-24,26523,255998,1073,238,27647,0
SAN JOSE,GO,2023-06-25,27348,196772,825,238,21251,0
SAN JOSE,GO,2023-06-26,28221,208189,872,238,22484,0
SAN JOSE,GO,2023-06-27,29544,315590,1323,238,34083,0
SAN JOSE,GO,2023-06-28,31562,481393,2018,238,51990,0
SAN JOSE,GO,2023-06-29,32512,226617,950,238,24474,0
SAN JOSE,GO,2023-06-30,33766,298902,1253,238,32281,0
SAN JOSE,GO,2023-07-01,649,154891,649,238,16728,0
SAN JOSE,GO,2023-07-02,1056,97067,406,238,10483,0
SAN JOSE,GO,2023-07-03,2182,268517,1125,238,28999,0
SAN JOSE,GO,2023-07-04,3238,251844,1055,238,27199,0
SAN JOSE,GO,2023-07-05,4553,313701,1315,238,33879,0
SAN JOSE,GO,2023-07-06,5861,311955,1307,238,33691,0
SAN JOSE,GO,2023-07-07,7090,293145,1229,238,31659,0
SAN JOSE,GO,2023-07-08,8485,347929,1395,249,37576,0
SAN JOSE,GO,2023-07-09,8876,97474,391,249,10527,0
SAN JOSE,GO,2023-07-10,9739,214882,862,249,23207,0
SAN JOSE,GO,2023-07-11,10932,297452,1193,249,32124,0
SAN JOSE,GO,2023-07-12,12120,293405,1187,249,31687,0
SAN JOSE,GO,2023-07-13,13460,333753,1339,249,36045,0
SAN JOSE,GO,2023-07-14,15171,426376,1710,249,46048,0
SAN JOSE,GO,2023-07-15,15925,187969,754,249,20300,0
SAN JOSE,GO,2023-07-16,16294,92009,369,249,9937,0
SAN JOSE,GO,2023-07-17,17892,398321,1598,249,43018,0
SAN JOSE,GO,2023-07-18,19061,291125,1168,249,31441,0
SAN JOSE,GO,2023-07-19,20130,266581,1069,249,28790,0
SAN JOSE,GO,2023-07-20,22233,523848,2102,249,56575,0
SAN JOSE,GO,2023-07-21,23465,307166,1232,249,33173,0
SAN JOSE,GO,2023-07-22,24417,237113,951,249,25608,0
SAN JOSE,GO,2023-07-23,25123,176002,706,249,19008,0
SAN JOSE,GO,2023-07-24,26453,331358,1329,249,35786,0
SAN JOSE,GO,2023-07-25,27116,165199,662,249,17841,0
SAN JOSE,GO,2023-07-26,28111,248026,995,249,26786,0
SAN JOSE,GO,2023-07-27,29394,319671,1282,249,34524,0
SAN JOSE,GO,2023-07-28,30642,311011,1248,249,33589,0
SAN JOSE,GO,2023-07-29,31507,215548,864,249,23279,0
SAN JOSE,GO,2023-07-30,31979,117747,472,249,12716,0
SAN JOSE,GO,2023-07-31,33920,483617,1940,249,52230,0
SAN JOSE,GO,2023-08-01,1369,342507,1369,249,36990,0
SAN JOSE,GO,2023-08-02,2433,277229,1064,260,29940,0
SAN JOSE,GO,2023-08-03,3701,330119,1267,260,35652,0
SAN JOSE,GO,2023-08-04,5145,376030,1444,260,40611,0
SAN JOSE,GO,2023-08-05,6095,247215,949,260,26699,0
SAN JOSE,GO,2023-08-06,6839,193849,744,260,20935,0
SAN JOSE,GO,2023-08-07,7666,215283,826,260,23250,0
SAN JOSE,GO,2023-08-08,8754,283489,1088,260,30616,0
SAN JOSE,GO,2023-08-09,9963,314659,1208,260,33983,0
SAN JOSE,GO,2023-08-10,11399,373986,1436,260,40390,0
PUENTE OLIVE,GO,2023-05-01,2755,591009,2755,214,49053,0
PUENTE OLIVE,GO,2023-05-02,9658,1480708,6903,214,122898,0
PUENTE OLIVE,GO,2023-05-03,14637,1067956,4978,214,88640,0
PUENTE OLIVE,GO,2023-05-04,22802,1751448,8165,214,145370,0
PUENTE OLIVE,GO,2023-05-05,32946,2175808,10143,214,180592,0
PUENTE OLIVE,GO,2023-05-06,40557,1632598,7611,214,135505,0
PUENTE OLIVE,GO,2023-05-07,45343,1026590,4785,214,85207,0
PUENTE OLIVE,GO,2023-05-08,57022,2505261,11679,214,207936,0
PUENTE OLIVE,GO,2023-05-09,63950,1486071,6928,214,123343,0
PUENTE OLIVE,GO,2023-05-10,73663,2083380,9712,214,172920,0
PUENTE OLIVE,GO,2023-05-11,80767,1523803,7103,214,126475,0
PUENTE OLIVE,GO,2023-05-12,92378,2490475,11610,214,206709,0
PUENTE OLIVE,GO,2023-05-13,98225,1254224,5847,214,104100,0
PUENTE OLIVE,GO,2023-05-14,100348,455415,2123,214,37799,0
PUENTE OLIVE,GO,2023-05-15,110713,2223223,10364,214,184527,0
PUENTE OLIVE,GO,2023-05-16,115914,1148245,5200,214,95304,0
PUENTE OLIVE,GO,2023-05-17,121993,1367939,6079,225,113538,0
PUENTE OLIVE,GO,2023-05-18,131288,2091404,9295,225,173586,0
PUENTE OLIVE,GO,2023-05-19,139377,1819851,8088,225,151047,0
PUENTE OLIVE,GO,2023-05-20,147582,1846158,8205,225,153231,0
PUENTE OLIVE,GO,2023-05-21,148193,137549,611,225,11416,0
PUENTE OLIVE,GO,2023-05-22,156384,1842921,8190,225,152962,0
PUENTE OLIVE,GO,2023-05-23,166970,2381906,10586,225,197698,0
PUENTE OLIVE,GO,2023-05-24,171731,1071072,4760,225,88898,0
PUENTE OLIVE,GO,2023-05-25,173961,501954,2230,225,41662,0
PUENTE OLIVE,GO,2023-05-26,176246,513990,2284,225,42661,0
PUENTE OLIVE,GO,2023-05-27,180990,1067440,4744,225,88597,0
PUENTE OLIVE,GO,2023-05-28,186759,1298052,5769,225,107738,0
PUENTE OLIVE,GO,2023-05-29,195955,2068978,9195,225,171725,0
PUENTE OLIVE,GO,2023-05-30,203166,1622637,7211,225,134678,0
PUENTE OLIVE,GO,2023-05-31,211530,1881823,8363,225,156191,0
PUENTE OLIVE,GO,2023-06-01,11027,2481129,11027,225,205933,0
PUENTE OLIVE,GO,2023-06-02,18719,1730832,7692,225,143659,0
PUENTE OLIVE,GO,2023-06-03,25121,1440366,6401,225,119550,0
PUENTE OLIVE,GO,2023-06-04,28545,770463,3424,225,63948,0
PUENTE OLIVE,GO,2023-06-05,37932,2111989,9386,225,175295,0
PUENTE OLIVE,GO,2023-06-06,49471,2596367,11539,225,215498,0
PUENTE OLIVE,GO,2023-06-07,55920,1450946,6448,225,120428,0
PUENTE OLIVE,GO,2023-06-08,64282,1881508,8362,225,156165,0
PUENTE OLIVE,GO,2023-06-09,73315,2032407,9032,225,168689,0
PUENTE OLIVE,GO,2023-06-10,80339,1580442,7024,225,131176,0
PUENTE OLIVE,GO,2023-06-11,84749,992110,4409,225,82345,0
PUENTE OLIVE,GO,2023-06-12,94800,2261517,10051,225,187705,0
PUENTE OLIVE,GO,2023-06-13,106466,2739543,11665,225,227382,0
PUENTE OLIVE,GO,2023-06-14,117520,2487177,11054,225,206435,0
PUENTE OLIVE,GO,2023-06-15,125221,1732785,7701,225,143821,0
PUENTE OLIVE,GO,2023-06-16,136315,2574989,11093,225,213724,0
PUENTE OLIVE,GO,2023-06-17,145253,2131713,8938,238,176932,0
PUENTE OLIVE,GO,2023-06-18,147325,494231,2072,238,41021,0
PUENTE OLIVE,GO,2023-06-19,149388,491968,2062,238,40833,0
PUENTE OLIVE,GO,2023-06-20,154197,1147070,4809,238,95206,0
PUENTE OLIVE,GO,2023-06-21,163245,2157852,9047,238,179101,0
PUENTE OLIVE,GO,2023-06-22,168099,1157621,4853,238,96082,0
PUENTE OLIVE,GO,2023-06-23,177240,2180209,9141,238,180957,0
PUENTE OLIVE,GO,2023-06-24,179404,516037,2163,238,42831,0
PUENTE OLIVE,GO,2023-06-25,182494,736905,3089,238,61163,0
PUENTE OLIVE,GO,2023-06-26,185618,745207,3124,238,61852,0
PUENTE OLIVE,GO,2023-06-27,192995,1759350,7376,238,146026,0
PUENTE OLIVE,GO,2023-06-28,196685,880062,3689,238,73045,0
PUENTE OLIVE,GO,2023-06-29,201070,1045851,4385,238,86805,0
PUENTE OLIVE,GO,2023-06-30,205510,1059059,4440,238,87901,0
PUENTE OLIVE,GO,2023-07-01,4715,1124732,4715,238,93352,0
PUENTE OLIVE,GO,2023-07-02,5796,257663,1080,238,21386,0
PUENTE OLIVE,GO,2023-07-03,14025,1962683,8229,238,162902,0
PUENTE OLIVE,GO,2023-07-04,17749,888214,3724,238,73721,0
PUENTE OLIVE,GO,2023-07-05,23362,1338695,5612,238,111111,0
PUENTE OLIVE,GO,2023-07-06,28661,1263663,5298,238,104884,0
PUENTE OLIVE,GO,2023-07-07,33714,1231343,5053,238,102201,0
PUENTE OLIVE,GO,2023-07-08,39858,1530957,6143,249,127069,0
PUENTE OLIVE,GO,2023-07-09,45319,1361107,5461,249,112971,0
PUENTE OLIVE,GO,2023-07-10,50742,1351249,5422,249,112153,0
PUENTE OLIVE,GO,2023-07-11,58910,2035532,8168,249,168949,0
PUENTE OLIVE,GO,2023-07-12,63524,1149661,4613,249,95421,0
PUENTE OLIVE,GO,2023-07-13,69969,1606206,6445,249,133315,0
PUENTE OLIVE,GO,2023-07-14,80845,2710406,10876,249,224963,0
PUENTE OLIVE,GO,2023-07-15,88579,1927178,7733,249,159955,0
PUENTE OLIVE,GO,2023-07-16,92032,860532,3453,249,71424,0
PUENTE OLIVE,GO,2023-07-17,103108,2760203,11076,249,229096,0
PUENTE OLIVE,GO,2023-07-18,109498,1592285,6389,249,132159,0
PUENTE OLIVE,GO,2023-07-19,121564,3006974,12066,249,249578,0
PUENTE OLIVE,GO,2023-07-20,128890,1825641,7326,249,151528,0
PUENTE OLIVE,GO,2023-07-21,136864,1987078,7973,249,164927,0
PUENTE OLIVE,GO,2023-07-22,146383,2372094,9518,249,196883,0
PUENTE OLIVE,GO,2023-07-23,152445,1510665,6062,249,125385,0
PUENTE OLIVE,GO,2023-07-24,162489,2502939,10043,249,207744,0
PUENTE OLIVE,GO,2023-07-25,168552,1510931,6063,249,125407,0
PUENTE OLIVE,GO,2023-07-26,176582,2001068,8029,249,166088,0
PUENTE OLIVE,GO,2023-07-27,188876,3063684,12294,249,254285,0
PUENTE OLIVE,GO,2023-07-28,196405,1876109,7528,249,155717,0
